treatment_order,city_key,grid_id,station_event_id,station_name,wgs84_lon,wgs84_lat,opening_date,opening_month,competing_event_ids,post_treatment_censor_year
4138,hefei,g00232x00139,hefei_station_d776f050602d,兴华苑(地铁站),117.3080595,31.9054561,2023-07-01,2023-07,,
4139,hefei,g00235x00141,hefei_station_6e418464b46b,张洼(地铁站),117.3167343,31.919945,2023-07-01,2023-07,,
4140,qingdao,g00149x00168,qingdao_station_5d3cabaf1563,西镇(地铁站),120.3012969,36.0610115,2023-07-25,2023-07,,
4141,shaoxing,g00198x00154,shaoxing_station_a24c15285991,人民医院总院(地铁站),120.554674,30.0468736,2023-07-26,2023-07,,
4142,shaoxing,g00198x00170,shaoxing_station_6d5201880793,恂南(地铁站),120.6342299,30.0517715,2023-07-26,2023-07,,
4143,shaoxing,g00198x00172,shaoxing_station_ec9c07714579,豆姜(地铁站),120.6452118,30.0505469,2023-07-26,2023-07,,
4144,shaoxing,g00199x00161,shaoxing_station_c482589aef0d,后墅路(地铁站),120.5858777,30.0522339,2023-07-26,2023-07,,
4145,shaoxing,g00199x00163,shaoxing_station_3137f9f25801,袍谷(地铁站),120.5970858,30.0520649,2023-07-26,2023-07,,
4146,shaoxing,g00199x00165,shaoxing_station_1d001a97b4c8,袍中路(地铁站),120.6079457,30.0519748,2023-07-26,2023-07,,
4147,shaoxing,g00199x00168,shaoxing_station_63fe706c0d36,洋泾湖(地铁站),120.6234212,30.0519289,2023-07-26,2023-07,,
4148,tianjin,g00129x00130,tianjin_station_2aaef1832f61,洪泥河东(地铁站),117.3384266,39.0465393,2023-07-31,2023-07,,
4149,wenzhou,g00172x00228,wenzhou_station_926f56606ad7,东山站,120.6509791,27.7564396,2023-08-26,2023-08,,
4150,wenzhou,g00172x00231,wenzhou_station_844e9aa69613,上东路(地铁站),120.667882,27.7584313,2023-08-26,2023-08,,
4151,wenzhou,g00173x00233,wenzhou_station_53991552c52e,上望(地铁站),120.6794068,27.7607857,2023-08-26,2023-08,,
4152,wenzhou,g00175x00236,wenzhou_station_5aefcbbf9a98,莘塍(地铁站),120.6912735,27.7723629,2023-08-26,2023-08,,
4153,wenzhou,g00178x00239,wenzhou_station_f84ccf0f5a4c,汀田(地铁站),120.7055189,27.7862005,2023-08-26,2023-08,,
4154,wenzhou,g00180x00241,wenzhou_station_2ac4d054e4a0,大典下(地铁站),120.7153143,27.7952565,2023-08-26,2023-08,,
4155,wenzhou,g00184x00244,wenzhou_station_5e3a4d378aa5,鲍田(地铁站),120.7313131,27.8122345,2023-08-26,2023-08,,
4156,wenzhou,g00188x00252,wenzhou_station_5a6430530ae8,海城(地铁站),120.774346,27.8296655,2023-08-26,2023-08,,
4157,wenzhou,g00193x00255,wenzhou_station_a68d44d708f3,天河(地铁站),120.7879801,27.8514064,2023-08-26,2023-08,,
4158,wenzhou,g00198x00258,wenzhou_station_c0ad3efad4db,沙城(地铁站),120.8032873,27.8743032,2023-08-26,2023-08,,
4159,wenzhou,g00201x00262,wenzhou_station_0361281d83dc,永兴(地铁站),120.819162,27.8905976,2023-08-26,2023-08,,
4160,wenzhou,g00224x00288,wenzhou_station_83ac91cd7eb1,柳市东(地铁站),120.951206,27.9954264,2023-08-26,2023-08,,
4161,wenzhou,g00230x00293,wenzhou_station_fdb951a3c606,翁垟(地铁站),120.9755673,28.0224682,2023-08-26,2023-08,,
4162,wenzhou,g00234x00293,wenzhou_station_8001c92f91db,新望(地铁站),120.974625,28.0421357,2023-08-26,2023-08,,
4163,wenzhou,g00240x00292,wenzhou_station_a203cdfe410d,盐盆(地铁站),120.9700623,28.0673438,2023-08-26,2023-08,,
4164,wenzhou,g00245x00291,wenzhou_station_1ef4a67389e2,万岙(地铁站),120.9638912,28.0911902,2023-08-26,2023-08,,
4165,wenzhou,g00250x00294,wenzhou_station_b16d37d3489b,旭阳路(地铁站),120.9821779,28.1117708,2023-08-26,2023-08,,
4166,wenzhou,g00254x00298,wenzhou_station_d89fb2fdbde4,清东路(地铁站),120.9988171,28.1324163,2023-08-26,2023-08,,
4167,fuzhou,g00220x00214,fuzhou_station_bd229c561e92,前锦(地铁站),119.3574918,25.9873504,2023-08-27,2023-08,,
4168,fuzhou,g00220x00216,fuzhou_station_631053e36b17,龙江(地铁站),119.3674596,25.9873533,2023-08-27,2023-08,,
4169,fuzhou,g00221x00211,fuzhou_station_f6f8986d3633,螺洲温泉(地铁站),119.3441333,25.9932889,2023-08-27,2023-08,,
4170,fuzhou,g00230x00213,fuzhou_station_884474921ef5,会展中心(地铁站),119.3546534,26.0325664,2023-08-27,2023-08,,
4171,fuzhou,g00232x00211,fuzhou_station_a9bccd484ff4,花海公园(地铁站),119.3454393,26.0430795,2023-08-27,2023-08,,
4172,fuzhou,g00235x00210,fuzhou_station_3b9c8a4b80dc,鳌峰洲(地铁站),119.3396293,26.0577486,2023-08-27,2023-08,,
4173,fuzhou,g00238x00211,fuzhou_station_a28ec0f705e7,光明港(地铁站),119.3418506,26.0674081,2023-08-27,2023-08,,
4174,fuzhou,g00240x00196,fuzhou_station_c5d21ac59e12,凤凰池(地铁站),119.2679389,26.0815225,2023-08-27,2023-08,,
4175,fuzhou,g00241x00198,fuzhou_station_a0286b142b64,陆庄(地铁站),119.2786697,26.0855922,2023-08-27,2023-08,,
4176,fuzhou,g00241x00212,fuzhou_station_2facc9ace0a7,后屿(地铁站),119.3475586,26.0842174,2023-08-27,2023-08,,
4177,fuzhou,g00242x00199,fuzhou_station_d0b395d7cff7,西门(地铁站),119.285264,26.0878182,2023-08-27,2023-08,,
4178,fuzhou,g00242x00203,fuzhou_station_f81732370919,省立医院(地铁站),119.3023235,26.0897966,2023-08-27,2023-08,,
4179,fuzhou,g00243x00204,fuzhou_station_d00330079163,东门(地铁站),119.310186,26.090669,2023-08-27,2023-08,,
4180,fuzhou,g00243x00206,fuzhou_station_3187a9837b08,三角池(地铁站),119.3214071,26.0940361,2023-08-27,2023-08,,
4181,fuzhou,g00243x00212,fuzhou_station_fe70e56db5b4,横屿(地铁站),119.3473343,26.0928425,2023-08-27,2023-08,,
4182,fuzhou,g00244x00209,fuzhou_station_318b0e54b276,竹屿(地铁站),119.332798,26.0960797,2023-08-27,2023-08,,
4183,zhengzhou,g00114x00215,zhengzhou_station_3f79691addac,滨河新城南(地铁站),113.7890051,34.6690601,2023-09-08,2023-09,,
4184,zhengzhou,g00116x00215,zhengzhou_station_c06d988997ce,司赵站,113.789,34.6781,2023-09-08,2023-09,,
4185,zhengzhou,g00119x00215,zhengzhou_station_9ea1b36d0188,滨河新城(地铁站),113.7890391,34.6888169,2023-09-08,2023-09,,
4186,zhengzhou,g00120x00215,zhengzhou_station_490b5e3b343a,潮河(地铁站),113.7890092,34.6966875,2023-09-08,2023-09,,
4187,xian,g00149x00214,xian_station_f75eb6ec9888,安谷站,108.68872,34.30742,2023-09-21,2023-09,,
4188,xian,g00151x00211,xian_station_d237dfdcf731,中华西路站,108.66921,34.31478,2023-09-21,2023-09,,
4189,xian,g00151x00217,xian_station_ee7a9d86fedb,陈杨寨站,108.70177,34.31513,2023-09-21,2023-09,,
4190,xian,g00151x00221,xian_station_0b32ab5bac1c,白马河站,108.72316,34.31824,2023-09-21,2023-09,,
4191,xian,g00152x00223,xian_station_cd96c0381e74,陕西中医药大学站,108.73346,34.31973,2023-09-21,2023-09,,
4192,xian,g00154x00210,xian_station_81a710e83cb6,宝泉路站,108.66118,34.32629,2023-09-21,2023-09,,
4193,xian,g00156x00209,xian_station_7ff201a58a4d,咸阳西站,108.65805,34.33529,2023-09-21,2023-09,,
4194,zhengzhou,g00098x00211,zhengzhou_station_615b3f875f8d,华南城东(地铁站),113.7680943,34.5951676,2023-09-22,2023-09,,
4195,zhengzhou,g00099x00197,zhengzhou_station_6f2fa91f150e,小乔(地铁站),113.6895183,34.6016645,2023-09-22,2023-09,,
4196,zhengzhou,g00131x00151,zhengzhou_station_c32506860293,李商隐公园(地铁站),113.440606,34.750539,2023-09-28,2023-09,,
4197,zhengzhou,g00131x00157,zhengzhou_station_4dae2457d506,庙王(地铁站),113.4757426,34.7502257,2023-09-28,2023-09,,
4198,zhengzhou,g00131x00161,zhengzhou_station_ed11a8819612,柳湖(地铁站),113.500452,34.7490131,2023-09-28,2023-09,,
4199,zhengzhou,g00131x00171,zhengzhou_station_5c3ad0061747,郑州一中(地铁站),113.5505406,34.749156,2023-09-28,2023-09,,
4200,zhengzhou,g00131x00176,zhengzhou_station_558122301232,西流湖公园南(地铁站),113.5773671,34.7486433,2023-09-28,2023-09,,
4201,zhengzhou,g00131x00178,zhengzhou_station_4f3a2b28787a,二砂(地铁站),113.5923359,34.7487356,2023-09-28,2023-09,,
4202,harbin,g00396x00186,harbin_station_374b4d69c757,中华巴洛克街区(地铁站),126.6364098,45.7824367,2023-09-29,2023-09,,
4203,harbin,g00397x00187,harbin_station_cb02c24d4273,清真寺(地铁站),126.6456111,45.7862253,2023-09-29,2023-09,,
4204,harbin,g00397x00189,harbin_station_60c56bfaf58f,靖宇公园(地铁站),126.6615535,45.7868608,2023-09-29,2023-09,,
4205,shenyang,g00120x00186,shenyang_station_9bee0b6e96e9,创新路(地铁站),123.4072184,41.6530679,2023-09-29,2023-09,,
4206,shenyang,g00126x00186,shenyang_station_a975e8bcbf7e,城建学院(地铁站),123.4096664,41.6790945,2023-09-29,2023-09,,
4207,shenyang,g00130x00183,shenyang_station_c63a67e56cfb,云杉路(地铁站),123.3930563,41.6958493,2023-09-29,2023-09,,
4208,shenyang,g00142x00183,shenyang_station_1d71df631074,南京桥(地铁站),123.3929948,41.7492214,2023-09-29,2023-09,,
4209,shenyang,g00149x00183,shenyang_station_ac0b530f5b4c,南五马路(地铁站),123.3940617,41.7807783,2023-09-29,2023-09,,
4210,shenyang,g00153x00186,shenyang_station_e79ad9dca218,市府大路(地铁站),123.4097832,41.8015163,2023-09-29,2023-09,,
4211,shenyang,g00161x00196,shenyang_station_ac8d80d2ea4d,北大营(地铁站),123.4717675,41.8367455,2023-09-29,2023-09,,
4212,shenyang,g00167x00198,shenyang_station_33db5300fb57,望花(地铁站),123.4851204,41.8620133,2023-09-29,2023-09,,
4213,shenyang,g00168x00198,shenyang_station_d1245784367b,文官街(地铁站),123.4806893,41.8688185,2023-09-29,2023-09,,
4214,shenyang,g00171x00196,shenyang_station_0783ebef3c87,正新路(地铁站),123.4740031,41.8803727,2023-09-29,2023-09,,
4215,chongqing,g00329x00272,chongqing_station_cf76ef4d67c8,上浩(地铁站),106.5901202,29.5493852,2023-10-07,2023-10,,
4216,chongqing,g00345x00279,chongqing_station_3cf2f098471a,港城(地铁站),106.6280278,29.6226371,2023-10-07,2023-10,,
4217,qingdao,g00129x00146,qingdao_station_c37f5d369742,香江路(地铁站),120.1812622,35.9659992,2023-10-26,2023-10,,
4218,qingdao,g00131x00145,qingdao_station_357f57b2e0bc,嘉陵江西路(地铁站),120.1736355,35.975001,2023-10-26,2023-10,,
4219,chengdu,g00083x00244,chengdu_station_608ef1a588ff,天府站,104.14865,30.39282,2023-11-28,2023-11,,
4220,chengdu,g00089x00236,chengdu_station_d0814c76765d,蓝家店(地铁站),104.1067288,30.4200971,2023-11-28,2023-11,,
4221,chengdu,g00093x00227,chengdu_station_da77ba360f89,红莲站,104.0598,30.43525,2023-11-28,2023-11,,
4222,chengdu,g00097x00223,chengdu_station_31c94796a706,正兴湾(地铁站),104.039572,30.4544668,2023-11-28,2023-11,,
4223,chengdu,g00104x00217,chengdu_station_2494eda3cd7f,牧华路(地铁站),104.0089646,30.4872888,2023-11-28,2023-11,,
4224,chengdu,g00107x00217,chengdu_station_923619ffba1d,温家山(地铁站),104.0069743,30.5003202,2023-11-28,2023-11,,
4225,chongqing,g00320x00265,chongqing_station_4f7f80f429cd,兰花路(地铁站),106.5539997,29.5071848,2023-11-30,2023-11,,
4226,chongqing,g00324x00266,chongqing_station_79daa0c111a4,万寿路(地铁站),106.5591986,29.5261476,2023-11-30,2023-11,,
4227,chongqing,g00332x00252,chongqing_station_bb679a01434a,忠恕沱(地铁站),106.4901747,29.5657728,2023-11-30,2023-11,,
4228,hangzhou,g00249x00368,hangzhou_station_203de1ba5848,五联(地铁站),120.0942967,30.2780728,2023-11-30,2023-11,,
4229,wuhan,g00118x00131,wuhan_station_3aed3b8d772f,红霞(地铁站),114.2564453,30.4334779,2023-12-01,2023-12,,
4230,wuhan,g00121x00131,wuhan_station_4d3012c3fe4f,黄家湖(武科大)(地铁站),114.2574343,30.4456006,2023-12-01,2023-12,,
4231,guiyang,g00064x00130,guiyang_station_f9ff653cd2e1,桐木岭(省委党校)(地铁站),106.6766858,26.3828959,2023-12-16,2023-12,,
4232,guiyang,g00067x00130,guiyang_station_6a86fc724451,浪风关(地铁站),106.6732514,26.3958816,2023-12-16,2023-12,,
4233,guiyang,g00069x00130,guiyang_station_cabe3236a4cd,花溪南站(地铁站),106.672485,26.4057699,2023-12-16,2023-12,,
4234,guiyang,g00071x00130,guiyang_station_cc35478d5dcc,明珠大道(地铁站),106.6739107,26.4121266,2023-12-16,2023-12,,
4235,guiyang,g00074x00130,guiyang_station_9084d904b4ba,学士路(地铁站),106.6738781,26.4251863,2023-12-16,2023-12,,
4236,guiyang,g00077x00130,guiyang_station_148b8871b39a,花溪公园(地铁站),106.6732978,26.4421322,2023-12-16,2023-12,,
4237,guiyang,g00082x00129,guiyang_station_41ff056a8a7a,孔学堂(地铁站),106.6714128,26.4637417,2023-12-16,2023-12,,
4238,guiyang,g00086x00129,guiyang_station_b447389b2923,十里河滩(地铁站),106.6690264,26.4812993,2023-12-16,2023-12,,
4239,guiyang,g00089x00129,guiyang_station_2cf688f9ba50,中曹司(地铁站),106.67004,26.49482,2023-12-16,2023-12,,
4240,guiyang,g00095x00129,guiyang_station_b4f9f2852c1b,甘荫塘(地铁站),106.6737372,26.5232557,2023-12-16,2023-12,,
4241,guiyang,g00098x00130,guiyang_station_2e7989ad8c46,四方河(省中医院)(地铁站),106.6786234,26.5340438,2023-12-16,2023-12,,
4242,guiyang,g00100x00131,guiyang_station_d49a0db9c195,皂角井(地铁站),106.6827347,26.5460895,2023-12-16,2023-12,,
4243,guiyang,g00103x00130,guiyang_station_6ae30f662a1b,太慈桥(地铁站),106.6787259,26.5565118,2023-12-16,2023-12,,
4244,guiyang,g00104x00129,guiyang_station_c6a81f296d11,五里冲(地铁站),106.6709647,26.5622495,2023-12-16,2023-12,,
4245,guiyang,g00106x00131,guiyang_station_31df11532f18,花果园(地铁站),106.6814599,26.5693338,2023-12-16,2023-12,,
4246,guiyang,g00106x00132,guiyang_station_7aa57c53b062,松花路(地铁站),106.685872,26.5731253,2023-12-16,2023-12,,
4247,guiyang,g00114x00139,guiyang_station_ad30c70f6b20,大营坡(地铁站),106.7221793,26.6083337,2023-12-16,2023-12,,
4248,guiyang,g00120x00147,guiyang_station_9988a7ac36f2,新添(地铁站),106.7654636,26.6353867,2023-12-16,2023-12,,
4249,guiyang,g00122x00157,guiyang_station_ca136d202697,东风(贵黔医院)(地铁站),106.8152387,26.6409457,2023-12-16,2023-12,,
4250,guiyang,g00126x00159,guiyang_station_dd89633beac1,洛湾(地铁站),106.8222324,26.6585786,2023-12-16,2023-12,,
4251,zhengzhou,g00122x00205,zhengzhou_station_fced47ba5ef2,梁湖(地铁站),113.7375758,34.7039052,2023-12-20,2023-12,,
4252,zhengzhou,g00128x00206,zhengzhou_station_75a6f4760da4,经北五路(地铁站),113.7407712,34.7315199,2023-12-20,2023-12,,
4253,zhengzhou,g00139x00208,zhengzhou_station_721e54869ce4,东风东路(地铁站),113.7547493,34.7827913,2023-12-20,2023-12,,
4254,zhengzhou,g00142x00210,zhengzhou_station_7c3fd071049c,高铁公园(地铁站),113.7687557,34.7928879,2023-12-20,2023-12,,
4255,zhengzhou,g00142x00214,zhengzhou_station_535d311f89d4,龙子湖西(地铁站),113.7878331,34.7941401,2023-12-20,2023-12,,
4256,zhengzhou,g00143x00220,zhengzhou_station_6359cc9ffecb,龙子湖东(地铁站),113.8205819,34.795671,2023-12-20,2023-12,,
4257,harbin,g00395x00184,harbin_station_21ee7976b6be,北马路(地铁站),126.6284491,45.7784674,2023-12-26,2023-12,,
4258,hefei,g00183x00113,hefei_station_f32620c9b335,省儿童医院新区(地铁站),117.1703301,31.6874446,2023-12-26,2023-12,,
4259,hefei,g00185x00113,hefei_station_3fa9681947d3,乐平(地铁站),117.1703934,31.6961314,2023-12-26,2023-12,,
4260,hefei,g00186x00111,hefei_station_579c57e35207,芮祠(地铁站),117.1608543,31.702655,2023-12-26,2023-12,,
4261,hefei,g00188x00110,hefei_station_3147bf808889,四十埠(地铁站),117.152734,31.7103507,2023-12-26,2023-12,,
4262,hefei,g00190x00109,hefei_station_540a8492402b,李湾(地铁站),117.1509982,31.7207376,2023-12-26,2023-12,,
4263,hefei,g00192x00110,hefei_station_86696a20adb0,凉亭(地铁站),117.157229,31.7257844,2023-12-26,2023-12,,
4264,hefei,g00196x00112,hefei_station_653a62b1b989,安医一附院南区(地铁站),117.1634409,31.7441701,2023-12-26,2023-12,,
4265,hefei,g00220x00173,hefei_station_2bd8b5626dae,和睦湖(地铁站),117.4865975,31.8540971,2023-12-26,2023-12,,
4266,hefei,g00225x00159,hefei_station_2b2822cb5d64,三十埠东(地铁站),117.4140397,31.8737797,2023-12-26,2023-12,,
4267,hefei,g00225x00161,hefei_station_93ca7d474891,祥和(地铁站),117.4242348,31.8759855,2023-12-26,2023-12,,
4268,hefei,g00225x00163,hefei_station_d7bfa40fb8bc,桂王(地铁站),117.4369842,31.8757915,2023-12-26,2023-12,,
4269,hefei,g00225x00166,hefei_station_e6e91e64cab1,对河(地铁站),117.4510798,31.8746507,2023-12-26,2023-12,,
4270,hefei,g00225x00169,hefei_station_339252562a6c,店埠河(地铁站),117.4661708,31.8770706,2023-12-26,2023-12,,
4271,hefei,g00225x00171,hefei_station_c8109ad4ba28,排头(地铁站),117.4749327,31.8736841,2023-12-26,2023-12,,
4272,nantong,g00097x00165,nantong_station_892468c50bbd,南通东站(地铁站),120.9495849,32.0008306,2023-12-27,2023-12,,
4273,nantong,g00098x00150,nantong_station_019de18af546,易家桥(地铁站),120.871275,32.0056052,2023-12-27,2023-12,,
4274,nantong,g00098x00156,nantong_station_34f363d84c53,园林路(地铁站),120.9034365,32.0054395,2023-12-27,2023-12,,
4275,nantong,g00098x00169,nantong_station_ebb70b7118f2,先锋(地铁站),120.9754664,32.0042435,2023-12-27,2023-12,,
4276,nantong,g00099x00148,nantong_station_42beac26a265,体育公园(地铁站),120.8600057,32.007717,2023-12-27,2023-12,,
4277,nantong,g00099x00153,nantong_station_88a23050c9e6,五一路(地铁站),120.8886447,32.0081012,2023-12-27,2023-12,,
4278,nantong,g00107x00147,nantong_station_fd10581f8839,北城大桥(地铁站),120.8559731,32.0444456,2023-12-27,2023-12,,
4279,nantong,g00109x00147,nantong_station_e5f717604850,北大街(地铁站),120.8559816,32.0510771,2023-12-27,2023-12,,
4280,nantong,g00116x00146,nantong_station_28624ecdd4e1,幸福(地铁站),120.8479926,32.0847328,2023-12-27,2023-12,,
4281,shenzhen,g00187x00145,shenzhen_station_4eae03fc8bcb,盐田墟(地铁站),114.2707446,22.5902088,2023-12-27,2023-12,,
4282,shenzhen,g00188x00143,shenzhen_station_218e35b0213b,鸿安围(地铁站),114.2594037,22.5934009,2023-12-27,2023-12,,
4283,shenzhen,g00188x00152,shenzhen_station_a93d20548e21,大梅沙(地铁站),114.3029714,22.596898,2023-12-27,2023-12,,
4284,shenzhen,g00190x00156,shenzhen_station_f9a419d54513,小梅沙(地铁站),114.3216199,22.6049933,2023-12-27,2023-12,,
4285,chongqing,g00295x00241,chongqing_station_fdf17378771c,跳磴南(地铁站),106.4313106,29.3964561,2023-12-28,2023-12,,
4286,chongqing,g00299x00246,chongqing_station_7fb73d0c2769,金鳌山(地铁站),106.4549376,29.4176809,2023-12-28,2023-12,,
4287,chongqing,g00300x00250,chongqing_station_119a5c305bf9,伏牛溪(地铁站),106.4772159,29.4184329,2023-12-28,2023-12,,
4288,chongqing,g00302x00255,chongqing_station_d4ab6618b8d0,茄子溪(地铁站),106.5001918,29.4267326,2023-12-28,2023-12,,
4289,chongqing,g00304x00257,chongqing_station_719d9a0e1090,巴滨路湿地公园(地铁站),106.5137817,29.4355091,2023-12-28,2023-12,,
4290,chongqing,g00307x00257,chongqing_station_e67bfefbedd4,花溪工业园(地铁站),106.5129064,29.45062,2023-12-28,2023-12,,
4291,chongqing,g00310x00258,chongqing_station_b424502c6b83,重庆理工大学站,106.51712,29.4635,2023-12-28,2023-12,,
4292,chongqing,g00312x00259,chongqing_station_33fd0dd43b5f,李家沱大桥(地铁站),106.5240383,29.471625,2023-12-28,2023-12,,
4293,chongqing,g00315x00261,chongqing_station_d6d7de8c0461,电厂(地铁站),106.5342054,29.4854957,2023-12-28,2023-12,,
4294,chongqing,g00316x00262,chongqing_station_597cc384554b,四川美术学院(地铁站),106.5393964,29.4910464,2023-12-28,2023-12,,
4295,chongqing,g00318x00259,chongqing_station_6800c871d48c,滩子口(地铁站),106.5235984,29.502341,2023-12-28,2023-12,,
4296,chongqing,g00318x00261,chongqing_station_3118349c5aca,黄桷坪(地铁站),106.5329136,29.4993634,2023-12-28,2023-12,,
4297,chongqing,g00322x00255,chongqing_station_9d2147f6566b,石坪桥(地铁站),106.502437,29.5184235,2023-12-28,2023-12,,
4298,guangzhou,g00134x00111,guangzhou_station_c9d2808ddce1,深井(地铁站),113.4040404,23.0712314,2023-12-28,2023-12,,
4299,guangzhou,g00138x00130,guangzhou_station_ff7e6f5062ae,庙头(地铁站),113.4974312,23.0874363,2023-12-28,2023-12,,
4300,guangzhou,g00141x00126,guangzhou_station_3c02d7482ea9,双沙(地铁站),113.4789292,23.1005217,2023-12-28,2023-12,,
4301,guangzhou,g00148x00120,guangzhou_station_cbd54c2c4970,姬堂(地铁站),113.4504652,23.134682,2023-12-28,2023-12,,
4302,guangzhou,g00152x00121,guangzhou_station_cbebfadda7bf,加庄(地铁站),113.4546674,23.1503895,2023-12-28,2023-12,,
4303,guangzhou,g00155x00122,guangzhou_station_db9fecf5be80,科丰路(地铁站),113.4606887,23.1654255,2023-12-28,2023-12,,
4304,guangzhou,g00162x00123,guangzhou_station_dc8540419bd8,燕山(地铁站),113.4694113,23.1976636,2023-12-28,2023-12,,
4305,nanjing,g00184x00083,nanjing_station_fb222f77fed8,太清路站,118.69806,31.96875,2023-12-28,2023-12,,
4306,nanjing,g00188x00087,nanjing_station_f8d9f2c70e97,嘉陵江东街(地铁站),118.7226461,31.9841883,2023-12-28,2023-12,,
4307,nanjing,g00190x00089,nanjing_station_689724ff75b5,新城科技园(地铁站),118.7330229,31.9957193,2023-12-28,2023-12,,
4308,nanjing,g00193x00091,nanjing_station_f4f4338b99e7,梦都大街东(地铁站),118.7412278,32.0059611,2023-12-28,2023-12,,
4309,nanjing,g00196x00091,nanjing_station_26b6420ab884,应天大街(地铁站),118.7439392,32.0184557,2023-12-28,2023-12,,
4310,tianjin,g00132x00135,tianjin_station_3172512a954e,东丽六经路(地铁站),117.3679626,39.0640708,2023-12-28,2023-12,,
4311,tianjin,g00134x00118,tianjin_station_db6bcd0501c3,学苑北路(地铁站),117.2659455,39.0732466,2023-12-28,2023-12,,
4312,tianjin,g00134x00131,tianjin_station_c5ada22b030c,东丽一经路(地铁站),117.3433735,39.0721197,2023-12-28,2023-12,,
4313,tianjin,g00134x00133,tianjin_station_7ab8bd4ef747,东丽三经路(地铁站),117.3518523,39.0691395,2023-12-28,2023-12,,
4314,tianjin,g00135x00128,tianjin_station_02f66ce676e4,东丽文体中心(地铁站),117.3222519,39.0779624,2023-12-28,2023-12,,
4315,tianjin,g00135x00129,tianjin_station_32f135388324,驯海路(地铁站),117.3323064,39.075174,2023-12-28,2023-12,,
4316,tianjin,g00136x00119,tianjin_station_ea3096b369a2,海河东路(地铁站),117.2702216,39.0818234,2023-12-28,2023-12,,
4317,tianjin,g00136x00123,tianjin_station_51552189a096,雪莲南路(地铁站),117.2935947,39.0819653,2023-12-28,2023-12,,
4318,tianjin,g00136x00124,tianjin_station_e92d55c925c1,招远路(地铁站),117.3043602,39.079903,2023-12-28,2023-12,,
4319,tianjin,g00137x00120,tianjin_station_d9e6b3b55cb7,环宇道(地铁站),117.2795282,39.083317,2023-12-28,2023-12,,
4320,zhengzhou,g00028x00226,zhengzhou_station_ab2ec5c0c7d7,大周站,113.8394,34.2773,2023-12-28,2023-12,,
4321,zhengzhou,g00034x00226,zhengzhou_station_f92b3598b6c0,双庙李站,113.8393,34.304,2023-12-28,2023-12,,
4322,zhengzhou,g00051x00226,zhengzhou_station_7c4d603d46b3,八千(地铁站),113.8419124,34.3816054,2023-12-28,2023-12,,
4323,zhengzhou,g00053x00226,zhengzhou_station_702cf19bf1b2,双鹤湖南(地铁站),113.8419323,34.393273,2023-12-28,2023-12,,
4324,zhengzhou,g00056x00226,zhengzhou_station_e49bf594f6dc,双鹤湖(地铁站),113.8419111,34.4041678,2023-12-28,2023-12,,
4325,zhengzhou,g00058x00226,zhengzhou_station_d8f2c424acd0,双鹤湖北(地铁站),113.8419292,34.4137083,2023-12-28,2023-12,,
4326,zhengzhou,g00060x00226,zhengzhou_station_ad2bdbb7a25f,龙王南(地铁站),113.841879,34.4246247,2023-12-28,2023-12,,
4327,zhengzhou,g00065x00224,zhengzhou_station_2fa1c9c10614,龙王(地铁站),113.8336462,34.4436414,2023-12-28,2023-12,,
4328,zhengzhou,g00068x00223,zhengzhou_station_309a2876a2fa,洵美路(地铁站),113.8287881,34.4604168,2023-12-28,2023-12,,
4329,zhengzhou,g00070x00223,zhengzhou_station_ff9f32188919,苑陵故城西(地铁站),113.8287401,34.4686004,2023-12-28,2023-12,,
4330,zhengzhou,g00085x00223,zhengzhou_station_89386bec833b,长安路南(地铁站),113.8264626,34.534199,2023-12-28,2023-12,,
4331,zhengzhou,g00087x00222,zhengzhou_station_ac0811d47b75,翱翔路(地铁站),113.8242236,34.5463067,2023-12-28,2023-12,,
4332,zhengzhou,g00090x00222,zhengzhou_station_d996bf5913c4,枣园(地铁站),113.8269638,34.5563911,2023-12-28,2023-12,,
4333,zhengzhou,g00093x00223,zhengzhou_station_c86e52cc0bc4,文体中心(地铁站),113.8300165,34.5699631,2023-12-28,2023-12,,
4334,zhengzhou,g00099x00225,zhengzhou_station_e11575e5a30c,长安路北(地铁站),113.8406387,34.5978607,2023-12-28,2023-12,,
4335,beijing,g00107x00160,beijing_station_201dad8537ab,宛平城(地铁站),116.2235328,39.8478359,2023-12-30,2023-12,,
4336,beijing,g00107x00163,beijing_station_661460bbb9ce,洪泰庄(地铁站),116.2432987,39.8473253,2023-12-30,2023-12,,
4337,beijing,g00126x00147,beijing_station_7ad9b75a5ff2,模式口(地铁站),116.1498073,39.9321517,2023-12-30,2023-12,,
4338,beijing,g00130x00196,beijing_station_35a4a0af2b02,左家庄(地铁站),116.4365193,39.948598,2023-12-30,2023-12,,
4339,beijing,g00148x00196,beijing_station_9dbcc858ad84,红军营(地铁站),116.4355835,40.0323468,2023-12-30,2023-12,,
4340,beijing,g00152x00196,beijing_station_59008793ab15,清河营(地铁站),116.435887,40.0494085,2023-12-30,2023-12,,
4341,beijing,g00156x00196,beijing_station_1b43c212d8e9,天通苑东(地铁站),116.4361233,40.0669719,2023-12-30,2023-12,,
4342,beijing,g00166x00201,beijing_station_105a405b206a,未来科学城(地铁站),116.4606844,40.1143016,2023-12-30,2023-12,,
4343,beijing,g00170x00201,beijing_station_fab530620323,未来科学城北(地铁站),116.4627093,40.1287525,2023-12-30,2023-12,,
